id tweet	date	author	text	app	id user	followers	following	tweets	location	urls	name	description	relation	user retweeted
1582751390056984576	2022-10-19 15:11:52	Jyoti95690875	RT @Gaby_4T: #FelizMiércoles 😊🌻 #RedAMLO 🤗🌻 #AMLOvers 😉🌻 Si la vida no te sonríe...  ¡Hazle cosquillas! 🤗😘 https://t.co/AUaigXwE4M	Twitter for Android	1408670753495535620	1035	4999	86261	Be Happy	['https://www.istockphoto.com/stock-photos']	ᴶʸᵒᵗⁱ ᴷᵘᵐᵃʳⁱ	🇱‌🇴‌🇻‌🇪‌  🇹‌🇴‌  🇦‌🇱‌🇱‌🇱‌🇱‌🇱‌🇱‌❤️❤️❤️❤️❤️❤️❤️❤️❤️❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤️❤❤❤❤❤️❤️❤️❤️❤️❤️❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤	retweeted	Gaby_4T
1582751424051810305	2022-10-19 15:12:00	gabospecial	RT @GabySuccubusLat: Buenos días criaturas de Satanás!!!! Jajajajajajaja   #FelizMiercoles 😘😘😘😘 https://t.co/0ozyIdj4OW	Twitter Web App	220089787	15	164	1085			gabospecial		retweeted	GabySuccubusLat
1582751431832268800	2022-10-19 15:12:02	VSVPRASAD13	RT @TotoPrimario: ¡Buenas noches 🌙 Mundo 🌎! #FelizMiercoles es #AnnaNystrom @annanystromof @AnnaNystromfanp https://t.co/lFrYLqsH33	Twitter for Android	1492864561430802433	2609	5012	288163	Machilipatnam		VSV PRASAD	seenier citigen	retweeted	TotoPrimario
1582751436995440640	2022-10-19 15:12:03	Cesar_DiazA	#FelizMiércoles que sea un bendecido día y propongamos mejorar nuestra #ConvivenciaCiudadana para ser una mejor sociedad. Todo cambio inicia primero en nosotros 💪🏼💪🏼 https://t.co/2WJ4dnGeqd	Twitter for Android	1219021935427903488	2445	1262	3313	Quito - Ecuador  		César Díaz Álvarez	Con vocación de servicio. Año 95 en el Cenepa y desde 2020 por Quito. #UnidosHacemosQuito  #TodoPorQuito	tweet	
1582751442527752194	2022-10-19 15:12:04	chiquis0922	RT @Yaqui_23472138: Concluyó en el CEN del PRI, la pasarela de l@s presidenciables @HijosDeMx   Pues que caray , sean serios no Ch¡nguen…	Twitter for Android	959623676965588994	3471	3544	112669			Soy La Chiquis	Votar por Morena es tu sentencia de muerte.  #Nessios #Implacables #HijosDeMX	retweeted	Yaqui_23472138
1582751481769648129	2022-10-19 15:12:14	ruben_corella	RT @MiercolesRepub5: Recuerda que esta tarde, como todos los miércoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III…	Twitter for Android	1445494781946122255	1987	2005	24352	Declive Land 		wider than long ❤️💛💜🏳️‍🌈🐩🐱🌺🌈	Vividor en la Tierra ❤️💛💜✊👬🐩🐱🏳️‍🌈🎶🎨🌈🌏🚲📚 Quid pro quo	retweeted	MiercolesRepub5
1582751488916398080	2022-10-19 15:12:15	mamiblue2015	RT @nydiacervera: #FelizMiércoles @GinaGllgina1 @EYACAR65 @mtz_tt @akyoshi09 @CasLaaU @duky1107 @lasaguis @DaliaMRocha @Froggieland @Ariadn…	Twitter for iPhone	2371857025	2063	3496	140062	CDMX MÉXICO 		mamiblue🐶🦊🇲🇽	Cada vida es preciosa,corazón animalero, me gustan los perros 🐶 doy RT a animalitos perdidos y adopciones.Odio la injusticia en todas sus formas	retweeted	nydiacervera
1582751510110556166	2022-10-19 15:12:20	Alejand79708612	RT @macapumu4384: Buenos días... #FelizMiercoles https://t.co/3YdWWFbzKd	Twitter for Android	884815561850486784	1096	3965	53761	Quito, Ecuador		Alejandro 🇪🇨♋	Dale a tus seres queridos alas para volar, raíces para volver y razones para quedarse. Dalai Lama	retweeted	macapumu4384
1582751516498178049	2022-10-19 15:12:22	noticieristas	RT @Noticierista: Que sea un #FelizMiercoles y recuerde pasarla ¡De lo mejor! ✅🎙	Twitter for iPhone	1410104462522392577	7982	13	27294	Culiacán, Sinaloa	['http://www.losnoticieristas.com']	Los Noticieristas	Te presentamos lo más trascendente de Sinaloa y el mundo. Periodismo objetivo y con punto de vista ciudadano. #ObservandoEnVivo 🔴	retweeted	Noticierista
1582751517412818944	2022-10-19 15:12:22	Diomelisperdom1	RT @INAMEH: #19Oct #INAMEHInforma Precipitaciones Totales Estimadas #FelizMiércoles. https://t.co/Cm60DBnJIE	Twitter for Android	1555218400422633473	126	285	1458			Diomelis perdomo		retweeted	INAMEH
1582751541043245056	2022-10-19 15:12:28	elhoroscopodel1	#FelizMiércoles #Leo ♌ #HoróscopoSemanal  #amor ❤   👀👇👇 https://t.co/tNjoervPqh	El Horóscopo del Zodíaco	1332068017551896576	656	187	35685	Barcelona	['https://elhoroscopodelzodiaco.com/']	elhoroscopodelzodiaco	Web y App de El Horóscopo del Zodíaco. Con inéditas curiosidades y predicciones. Descarga gratis la App 👉 https://t.co/qGK78YmSZB, consulta 👀 https://t.co/dWUNaaqHM7	tweet	
1582751546181267456	2022-10-19 15:12:29	juanalab24	RT @INAMEH: #19Oct #INAMEHInforma Condiciones Meteorológicas próximas 24 Horas #FelizMiércoles https://t.co/PdSP68Hn5K	Twitter for Android	1529271094556905472	72	59	33065			@juanalab24	+esencia-apariencia=diferecia	retweeted	INAMEH
1582751545552097280	2022-10-19 15:12:29	Montero68502646	RT @FerVilchisMx: #Madrugadores | Sin importar el día, nuestros uniformados de la👮‍♀️ @DSPyTEcatepec están siempre listos 🫡 para defender l…	Twitter for Android	1341165676870967297	25	28	3440			Montero		retweeted	FerVilchisMx
1582751560442216449	2022-10-19 15:12:32	Santos94301920	RT @yosoysexmex: #Estreno de hoy #Miercoles en #SEXMEX con: @HaideUnique y @lucyandominus   a Haidé le encanta que su amo Lucyan se la llev…	Twitter for Android	1250276982824136708	175	1583	22839			Santos		retweeted	yosoysexmex
1582751573192892418	2022-10-19 15:12:35	Romy_bellaa	RT @SaulGtrauma: ¡Buenos días! #FelizMiercoles https://t.co/t1dGHbnAXx	Twitter for Android	1553966096381870081	391	341	1076	México		Romy 🙂	Amooo todo lo que me rodea ❤️	retweeted	SaulGtrauma
1582751577873731584	2022-10-19 15:12:36	Weedcodm11	RT @BuddhaSeeds: Estés donde estés, que sea siempre en buena compañía 😋🥰#BuddhaSeeds #CannabisCommunity #FelizMiércoles https://t.co/OjR3Nw…	Twitter Web App	1536749181171384323	113	128	949			Feet rt		retweeted	BuddhaSeeds
1582751593920753665	2022-10-19 15:12:40	iervobolo	RT @arteviajero_com: El Rapto de las Sabinas, escultura realizada en un solo bloque de mármol blanco por Giambologna en el año 1579. Esta o…	Twitter for iPhone	1573177700000333824	4	14	867	Vatican City		pequeño carabobo	Carabobo, acerolo, imbécil social, de larga vida, diminuto jumblie, persona en prácticas, soy bueno tirando piedras a sobaquillo.	retweeted	arteviajero_com
1582751604595314688	2022-10-19 15:12:43	ENoemiLescano1	RT @GpeLC1108: Buenos días Amigas y Amigos twitteros!! Ningún día es igual a otro, hagamos que este día sea mucho mejor. Feliz día de mucha…	Twitter for Android	816413129714307072	6259	6861	70917	Buenos Aires, Argentina		E.Noemí Lescano	.Mujer Militante Pero nista.Docente.Catequista.Feliz 🌈✌	retweeted	GpeLC1108
1582751625659449344	2022-10-19 15:12:48	Mononoke_0o	RT @MiercolesRepubl: 📢 Primera recomendación republicana de hoy:  ➡️ @Kerrymalamutter ➡️ @oliverdmh96  ✅ Retuitea este tuit ✅ Sigue a quien…	Twitter for Android	1536346945827942400	217	231	229	Ciudad De Hierro		Luna	Me da igual que la sociedad me llame monstruo, porque para él soy su princesa	retweeted	MiercolesRepubl
1582751632516820993	2022-10-19 15:12:49	mjosLozano	RT @pepecampostruji: “Reír nos hizo  INVENCIBLES No como  las que siempre ganan  Si no como las que NUNCA SE RINDEN”   #Fridakalho   🚺 MÁS…	Twitter Web App	307021151	3500	1276	84896	 Galicia	['https://ticsenfle.blogspot.com/']	Mª José	Prof de FLE retraitée	retweeted	pepecampostruji
1582751637981974528	2022-10-19 15:12:51	Stephania050	RT @comisionurbani1: #19Oct 1917, Se inaugura el Museo de Bellas Artes de Caracas. Diseñada por el arquitecto Carlos Raúl Villanueva. Es el…	Twitter for Android	1511521919954309128	8	11	624			Estefania Sosa		retweeted	comisionurbani1
1582751672681771009	2022-10-19 15:12:59	VILCHIS__MX	RT @SEMARNAT_mx: #FelizMiércoles  📌 No importa si el día está soleado o lluvioso, el #maíz nos ofrece una gran variedad de bebidas frescas…	Twitter for Android	950573023740006400	530	5003	30748	Jalisco, México		Derecho Agrario y Ambiental en México	Las modificaciones al artículo 27 constitucional, desde su promulgación en 1917.	retweeted	SEMARNAT_mx
1582751672274546688	2022-10-19 15:12:59	Gaby_Perez_S	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1243288228624502787	26	61	275			Gabriela Perez Sandoval		retweeted	Motivos14185270
1582751671876141056	2022-10-19 15:12:59	SateliteSeguro	RT @satelucos: #FelizMiercoles #Satelucos. Tengan un excelente día. #CuidarteEsCuidarnos  #NoBajesLaGuardia @perioDinamik @AnillosPortilla…	Twitter for iPhone	1380731522	15799	14831	20771	Ciudad Satélite		Satelite Seguro	Cuenta creada para pugnar por la seguridad en Ciudad Satélite y alrededores. Buscamos apoyo de la ciudadanía! Síguenos ❤	retweeted	satelucos
1582751695125155840	2022-10-19 15:13:04	GarridoSierra	RT @MiercolesRepubl: 📢 Primera recomendación republicana de hoy:  ➡️ @Kerrymalamutter ➡️ @oliverdmh96  ✅ Retuitea este tuit ✅ Sigue a quien…	Twitter for Android	2198150105	165	637	5867			M@ Àngeles GaSi	Trabajo en Unísono Soluciones de Negocio, S.A. Madrid     Delegada de CC.OO. en Unísono-Madrid	retweeted	MiercolesRepubl
1582751728318832642	2022-10-19 15:13:12	aguaviva63	RT @MiercolesRepubl: Se apartan periodistas que denuncian la corrupción de la monarquía y se es complaciente con los que ocultaron o justif…	Twitter Web App	1550451651412217856	99	277	8989			aguaviva63	Conectar con la energia de otro ser humano es, caminar con la fuerza del universo.	retweeted	MiercolesRepubl
1582751739757072386	2022-10-19 15:13:15	mila_muhsin	"RT @reynamadelayne: ""Sin rencores, pero con memoria."" #FelizMiércoles https://t.co/Kny8YtqgTQ"	Twitter for Android	1410219138736214021	430	838	6784			Muhsin_mila	Selalu sabar dan peduli pada sesama	retweeted	reynamadelayne
1582751740704612354	2022-10-19 15:13:15	LuluHer56530775	RT @PonchoYezka: Buenos días!! 🫰🏻 Ya empezó EL DEBRAYE!  #EstaChido 👈🏻 usen este HT  Todos sintonizando @Oye897 📻 #FelizMiercoles 🖖🏻 https:…	Twitter for Android	1463244324364185601	76	20	2941			Lulu Hernandez		retweeted	PonchoYezka
1582751743108349952	2022-10-19 15:13:16	CastillohLupita	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1392526653444796423	168	175	3792			Lupita Castilloh	mi familia lo mejor de mi vida,y la musica	retweeted	Motivos14185270
1582751750699696134	2022-10-19 15:13:18	Mariana05reyes	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1047883505307455488	4	6	125			Mariana		retweeted	Motivos14185270
1582751768013701120	2022-10-19 15:13:22	Jerry834505	RT @GabySuccubusLat: Buenos días criaturas de Satanás!!!! Jajajajajajaja   #FelizMiercoles 😘😘😘😘 https://t.co/0ozyIdj4OW	Twitter for Android	1414612796197703683	292	877	20213			Jerry		retweeted	GabySuccubusLat
1582751769108496385	2022-10-19 15:13:22	lolapm08	RT @AndaluciaSinVOX: #FelizMiercoles https://t.co/aIOrnAvAZX	Twitter for Android	1262819425138421764	66	228	3375			lola_pm		retweeted	AndaluciaSinVOX
1582751790667137025	2022-10-19 15:13:27	Julie5559	RT @artemania2018: Que cosa dices que he tirado otra vez, humana? como voy a estar tirando cosas si estoy dormido? 💤 💤💤   #gato #catlover #…	Twitter for Android	272670361	1442	632	298178	Panamá 		Julie	amante y defensora de los animales	retweeted	artemania2018
1582751791359594500	2022-10-19 15:13:27	PachecoPedro22	RT @DesurM_22: #19Oct #INAMEHInforma Pronóstico de Oleaje #FelizMiércoles https://t.co/GjF76L09Ia	Twitter for Android	1504985306717724674	446	377	14484			Pacheco Pedro		retweeted	DesurM_22
1582751794811514882	2022-10-19 15:13:28	ShavelaHermosa	RT @Osma_rys19: YO♥️CUMANA ✨De la mano con el Pueblo✨  🍁 #19Oct el alcalde .@lossifontes se desplego ante las fuertes lluvias que han afect…	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Osma_rys19
1582751799806955527	2022-10-19 15:13:29	NanitaPinzonS	RT @alex_riveiro: Esta es la nebulosa del Anillo, también denominada Messier 57. Está a 2500 años-luz del Sistema Solar y es una nebulosa p…	Twitter for Android	1226595925411422208	184	475	3303	Colombia		Diana Pinzon	Profe📖👩‍🏫 Economista. Magíster en Educación y Procesos Cognitivos	retweeted	alex_riveiro
1582751798259220482	2022-10-19 15:13:29	anagiscarrasco	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	901505724035076098	179	243	1420			Ana Gisela Carrasco		retweeted	Motivos14185270
1582751809919397889	2022-10-19 15:13:32	Tia97397692	RT @Malena030811: *    💗         *  Ahí... sí es.  #FelizMiercoles  #Miercoles  #diamundialcontraelcancerdemama https://t.co/6cJzaNRVD3	Twitter for Android	1293309851297288195	8153	342	420788			🖤 Tia 🖤	Lawyer ⚖ I love all animals, Music, Songs, and I love reading ♥️  I write my thoughts and feelings with words from my heart ♥️  Just in silence I shout 🤫	retweeted	Malena030811
1582751816923566080	2022-10-19 15:13:33	__Chica__72	RT @Veronic21128303: Se llego el dia! @mhonividente con Todos Nosotros x YouTube live en @heraldodemexico #MhonienHeraldo #FelizMiércoles #…	Twitter for iPhone	878715528516222976	743	604	90997			~Chika~	Doy la vida por mi familia. soy fan de @mhonividente Agosto 13, 2014 (8:51 am) 🌞#MhoniFans ser original es brillar con tu propia luz. ☀️	retweeted	Veronic21128303
1582751821830856704	2022-10-19 15:13:35	Joseale01750919	RT @Republica56: Convocan la I Marcha de Hombres contra las Violencias Machistas en Córdoba  La Red Iguales organiza este viernes 21 de oct…	Twitter for Android	1521094473920524289	33	93	1041			Jose alejandro Toscano		retweeted	Republica56
1582751835357851648	2022-10-19 15:13:38	RocioRo55	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1580963194448842754	82	102	42			Rocio Rodriguez		retweeted	Motivos14185270
1582751838188625920	2022-10-19 15:13:38	__Chica__72	RT @Veronic21128303: Se llego el dia! @mhonividente con Todos Nosotros x YouTube live en @heraldodemexico #MhonienHeraldo #FelizMiércoles #…	Twitter for iPhone	878715528516222976	743	604	90997			~Chika~	Doy la vida por mi familia. soy fan de @mhonividente Agosto 13, 2014 (8:51 am) 🌞#MhoniFans ser original es brillar con tu propia luz. ☀️	retweeted	Veronic21128303
1582751852822552576	2022-10-19 15:13:42	RafaelH16680868	RT @mcarrillodeleon: Se llamaba Nancy Graciela, nos abandonó de este plano hace 20 años por cáncer de mama, tenía 53 años y era mi mamá. Te…	Twitter Web App	1577327098695385089	8	86	1225			Rafael Hernandez		retweeted	mcarrillodeleon
1582751859558653952	2022-10-19 15:13:44	concepcinLaraL1	RT @Aracelicruz32: #FelizMiercoles https://t.co/azdN1XWJhA	Twitter for Android	1541773657801990144	290	247	444			concepción Lara López	Soy así simplemente	retweeted	Aracelicruz32
1582751890328412162	2022-10-19 15:13:51	AuroraV97128577	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1432781684743737346	172	160	582			Aurora Velázquez Salazar	los amo mucho mis hijos hermosos 🥰😍🤩😜💓💓💯	retweeted	Motivos14185270
1582751895277703168	2022-10-19 15:13:52	InexorableMx	RT @sele_nuska: 😅😂☕✨ Cafecito siempre ☕ #FelizMiercoles https://t.co/lye7cgG5yd	Twitter for iPhone	120349863	2706	2182	191497	México		Inexorable	Inexorable es este camino, unirte siempre es opción porque la meta no es individual, es este país que hoy nos necesita	retweeted	sele_nuska
1582751947219607554	2022-10-19 15:14:04	rosacatrileo2	RT @profesor_silva: Me pillo el granizo Aún así todo lo que se encuentra en el camino es vida 😃 #FelizMiercoles https://t.co/fgOOdslJyi	Twitter for Android	1449136626991616009	1546	1308	323			Rosa Guillermina Catrileo Araneda	Candidata a diputada x el distrito 18, Maule Sur. Agricultura y amante de Chile 🇨🇱. Soy una patriota y defensora de nuestras tradiciones y FFAA👮🏻‍♀️🇨🇱	retweeted	profesor_silva
1582751951468392450	2022-10-19 15:14:05	HrPelotonmx	Todos los que aman al pequeño Dylan agradecieron con el corazón el noble gesto al #EjércitoMexicano. #FelizMiercoles #MiercolesDeGanarSeguidores #SiguemeYTeSigoAlInstante #SiguemeYTeSigoDeVuelta @EJTO_FAM_GN @SEDENAmx https://t.co/5DqKvKJ9Yl	Twitter Web App	1221902720572981250	3150	1505	12545	Combate RS.	['https://www.facebook.com/PelotonMexicanoHr/']	PelotonMx #HR	Un Mundo Bélico, Un mundo de Confrontaciones para terminar con la Paz.	replied_to	Tabarnia_BCN
1582751960960098305	2022-10-19 15:14:08	Perroni_XE1JRP	RT @JLozanoA: “Hay quien cruza el bosque y solo ve leña para el fuego”.  Leon Tolstoi (1828-1910)  #FelizMiercoles https://t.co/pQiA4b2qQw	Twitter for iPhone	79732859	597	382	89113	México	['http://sites.google.com/site/xe1jrp']	Rafael R. Perroni	Vivo en la CDMX , Radio Aficionado, Técnico Atención Medica Prehospitalaria , Asesor en Protección Civil y Atención de Desastres, Licenciado en Derecho	retweeted	JLozanoA
1582751960062521344	2022-10-19 15:14:08	CaperucitaFero5	"RT @Tabarnia_BCN: Mira este vídeo y compártelo todo los que puedas. Que nadie pueda decir que no estaba advertido de la invasión.  ""Váyanse…"	Twitter Web App	819973104097226752	983	2351	30010	España		Caperucita Feroz	#JudasSanchez #JUDAS #Traidor #GobiernoDimisión #GobiernoTraidor #SanchezVeteYa #EspanaNoSeArrodilla #NoALosIndultos  ♐️	retweeted	Tabarnia_BCN
1582751970774831105	2022-10-19 15:14:10	DrZpitapita	#FelizMiercoles 😀😀‼️, Es el pálpito de la Prensa Deportiva Mx 🗞🗞🗞 https://t.co/PvlJBPY3UY	Twitter for iPhone	376490631	39222	926	74223			Jorge Zambrano		tweet	
1582751971546537984	2022-10-19 15:14:10	ShavelaHermosa	RT @Osma_rys19: YO♥️CUMANA 🪷Tócate antes de que te Toque🪷  💞 #19Oct Maravillosa y alegre caminata en favor a la lucha con el Cáncer de Mamá…	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Osma_rys19
1582751980715315206	2022-10-19 15:14:12	marcosotelo79	RT @ANEASdeMexico: 🌊✍️ Héctor Durán (@hodurand), Director de @AguadePuebla, escribe en @RevistaAneas. Te compartimos su artículo:  👉 https:…	Twitter Web App	242143439	1264	1752	43452	México	['http://elpuntociego1.blogspot.mx/']	Marco Alberto Sotelo	-Periodista y escribano de sentimientos. #ANEAS 🌊 #Conagua 🌊 #UnanimoDeportes 💻 #MáximoAvance 🏈 #SportsYahoo 🏈 #ElUniversal ✍🏼📰 #ESPN 🏀🎾🥊 #RÉCORD 🏈	retweeted	ANEASdeMexico
1582751996406550528	2022-10-19 15:14:16	XenaLaGuerrera2	RT @heavyindignado: #AdoptaNoCompres #AdopciónResponsable #Galia y #Sócrates te están esperando en #Madrid para el #felizMiércoles que mere…	Twitter for iPhone	923119114129985541	158	362	7891	Sevilla, Andalucía		Xena La Guerrera	Aficionada a los juegos de mesa	retweeted	heavyindignado
1582751998415278080	2022-10-19 15:14:17	juanalo62244956	RT @DIARIOVEAHOY: #19Oct Desde el momento en que hicimos la convocatoria se desbordó la grilla que habíamos preparado, y entonces se ha mul…	Twitter for Android	1582502191562113024	7	49	603	Venezuela		juan alonso	Viva la patria	retweeted	DIARIOVEAHOY
1582752046788198400	2022-10-19 15:14:28	jjsm80	RT @MiercolesRepub5: Recuerda que esta tarde, como todos los miércoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III…	Twitter for Android	510667557	2182	2939	28326	madrid		Jsm	Salud y República. Ser de izquierdas, un orgullo, una pasión. ❤️💛💜	retweeted	MiercolesRepub5
1582752058452475904	2022-10-19 15:14:31	JusticiaParaAbi	RT @lalissblop: Buenos días a todos, menos a las autoridades del @GobTlaxcala de @LorenaCuellar , a ellos no porque con abuso de poder del…	Twitter for iPhone	1581300324769349632	1	19	44	Tlaxcala, México	['https://www.facebook.com/profile.php?id=100086689753494']	Justicia Para Hanni Y Abi	En busca de Justicia para Abi y Hannia, quienes son víctimas de violencia vicaria por parte de las autoridades de tlaxcala y su violentador	retweeted	lalissblop
1582752071203586048	2022-10-19 15:14:34	lukas_karitA	RT @Belen_ydiego: Bonito ombliguito de semana #FelizMiercoles https://t.co/bUSnD4ywzH	Twitter for Android	734442566754541568	350	4970	2824	Azcapotzalco, Distrito Federal		Armando Carita De Pe	Experimentando los placeres de la vida... Amante de las mujeres lactantes 🍼🍼 y embarazadas 🤰	retweeted	Belen_ydiego
1582752099774779394	2022-10-19 15:14:41	alexmin93	"RT @Tabarnia_BCN: Mira este vídeo y compártelo todo los que puedas. Que nadie pueda decir que no estaba advertido de la invasión.  ""Váyanse…"	Twitter for Android	283920574	222	401	30531			min 93		retweeted	Tabarnia_BCN
1582752104296243201	2022-10-19 15:14:42	Jeiseer42	RT @INAMEH: así mismo, nubosidad fragmentada en áreas del Táchira, Barinas, Lara, Yaracuy, este de Miranda, Anzoátegui y Monagas; el resto…	Twitter for Android	1557515563324276738	90	266	25146	Zulia, Venezuela		Jeiseer Rafael Nunez Bracho	chavista  revolucionario 100% apoyo a nuestro presidente Nicolas Maduro que viva la patria	retweeted	INAMEH
1582752106783469568	2022-10-19 15:14:43	PELUCHEpodcast	Pasa un #FelizMiercoles escuchando nuestro podcast en Spotify: https://t.co/kw2WbnuLUS	Twitter for Android	2367510686	210	663	3622	Nuevo León, México	['https://www.youtube.com/channel/UCfS2NNEPD9DTpmpEUi9a79g']	LICANTROPO DE PELUCHE	Cine+Rock+COMEDIA con Lican Wolf y Zombi Brócoli ESCUCHA nuestro Spotify Podcast: https://t.co/QCMnqwGdOT	tweet	
1582752179147968515	2022-10-19 15:15:00	AngeluzDominiCC	¿Te gusta cantar? ... Estamos en Audiciones!! te invitamos a formar parte de la #CoralAngeluzDomini en #Maracay #SantaRosa. Anímate, ven, canta con nosotros y si no compártelo con tus seguidores #19Oct #FelizMiercoles #FECCOAD #MusicaParaVivir https://t.co/4uWdYVEAIQ	TweetDeck	3614466736	726	1296	21415	Maracay, Venezuela	['http://linktr.ee/FundacionAngeluzDomini']	Angeluz Domini	Fundación encargada de la enseñanza del canto coral a niños, jóvenes y adultos sin ningún tipo de discriminación.	tweet	
1582752183669620736	2022-10-19 15:15:01	elcai19591	RT @MiercolesRepubl: Wyoming: “El 20 de noviembre de 1975 se murió Franco y con él no se murieron 40 millones franquistas, no es verdad, aq…	Twitter for Android	1010811400212697088	44	43	14604			elcai@1959		retweeted	MiercolesRepubl
1582752196877201410	2022-10-19 15:15:04	martha_arell	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1476029382137319425	215	345	1130			@martha_arellano		retweeted	Motivos14185270
1582752218209402881	2022-10-19 15:15:09	RocioRo55	#FelizMiércoles hoy sera un excelente día!! https://t.co/uUO20FXDIN	Twitter for Android	1580963194448842754	82	102	42			Rocio Rodriguez		quoted	AndaluciaSinVOX
1582752237172174848	2022-10-19 15:15:14	Republicano1966	RT @AndaluciaSinVOX: #FelizMiercoles https://t.co/aIOrnAvAZX	Twitter for Android	1565783211975884809	184	450	829			Republicano	De izquierdas desde pequeñito. Todo lo ecologista que puedo ser	retweeted	AndaluciaSinVOX
1582752255375130625	2022-10-19 15:15:18	Ratmans69	RT @anaivan36556216: Good morning everyone...#WednesdayWorkout #MiercolesDeCulitosLindos sera que califico? #FelizMiercoles a todos y todas…	Twitter for Android	1180358075364134913	21	179	2161			Juan Ratón		retweeted	anaivan36556216
1582752255454851072	2022-10-19 15:15:18	IsabelTeresaSu4	"RT @MObras_Publicas: #BuenosDíasATodos ☕️🫓🗞️🌳🇻🇪🏔️💼  #FelizMiercoles #19Oct #1x10DelBuenGobierno #PuebloUnidoYActivo  ""En un mundo de plásti…"	Twitter for Android	1224625887993376769	1248	1227	65797	Venezuela		🎄💫 @IsabelTeresaSu4 💫	Chavez Vive ... La Lucha Sigue	retweeted	MObras_Publicas
1582752259091595267	2022-10-19 15:15:19	Lauramonroy33	RT @Motivos14185270: Que sea hoy un día lleno de bendiciones! #FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1323795044889817089	63	27	252	México		Laura Monroy		retweeted	Motivos14185270
1582752266939138049	2022-10-19 15:15:21	RocioRo55	RT @RocioRo55: #FelizMiércoles hoy sera un excelente día!!	Twitter for Android	1580963194448842754	82	102	42			Rocio Rodriguez		retweeted	RocioRo55
1582752285595029505	2022-10-19 15:15:25	charly692009	RT @sergiofimbres: 📰 Segob vs ego (@osvaldomonos)  #FelizMiercoles https://t.co/mzLhRFzLew	Twitter for Android	795089089	94	400	47292	Monterrey, Nuevo León		Carlos Guadarrama		retweeted	sergiofimbres
1582752287495458817	2022-10-19 15:15:26	ShavelaHermosa	RT @Elangel_ven0: YO♥️CUMANA 🚩 Tras las lluvias acaecidas en #Cumana el alcalde 👉 .@lossifontes realizo el acercamiento a la comunidad de E…	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Elangel_ven0
