id tweet	date	author	text	app	id user	followers	following	stauses	location	urls	geolocation	name	description	relation	user retweeted	first HT	lang	created_at
1582751672681771009	2022-10-19 15:12:59	VILCHIS__MX	#FelizMiercoles\n\n No importa si el dia esta soleado o lluvioso, el #maiz nos ofrece una gran variedad de bebidas frescas y calientes creadas a base de el. \n\nTe compartimos 2. !Comparte!   https://t.co/3u7hv5JwNL	Twitter for Android	950573023740006400	530	5003	30748	Jalisco, México		None	Derecho Agrario y Ambiental en México	Las modificaciones al artículo 27 constitucional, desde su promulgación en 1917.	retweeted	SEMARNAT_mx	FelizMiercoles	es	2018-01-09 03:40:44
1582751672274546688	2022-10-19 15:12:59	Gaby_Perez_S	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1243288228624502787	26	61	275			None	Gabriela Perez Sandoval		retweeted	Motivos14185270	FelizMiercoles	es	2020-03-26 21:26:46
1582751671876141056	2022-10-19 15:12:59	SateliteSeguro	#FelizMiercoles #Satelucos.\nTengan un excelente dia.\n#CuidarteEsCuidarnos \n#NoBajesLaGuardia\n@perioDinamik @AnillosPortilla @ArkanoEzael @SateliteSeguro @ulammjoyas @TheCandlePlaceM @addwebtech @VIGCAMMEXICO @MxEnImagenes @CopanOficial https://t.co/mlLXlprB7Y	Twitter for iPhone	1380731522	15799	14831	20771	Ciudad Satélite		None	Satelite Seguro	Cuenta creada para pugnar por la seguridad en Ciudad Satélite y alrededores. Buscamos apoyo de la ciudadanía! Síguenos ❤	retweeted	satelucos	FelizMiercoles	es	2013-04-26 00:39:33
1582751695125155840	2022-10-19 15:13:04	GarridoSierra	 Primera recomendacion republicana de hoy:\n\n @Kerrymalamutter\n @oliverdmh96\n\n Retuitea este tuit\n Sigue a quien retuitee\n Sigue a quien te siga\n \n Campana de promocion y crecimiento de cuentas republicanas.\n \n !Salud y Republica!  #FelizMiercoles https://t.co/shgFUstkJ5	Twitter for Android	2198150105	165	637	5867			None	M@ Àngeles GaSi	Trabajo en Unísono Soluciones de Negocio, S.A. Madrid     Delegada de CC.OO. en Unísono-Madrid	retweeted	MiercolesRepubl	FelizMiercoles	es	2013-11-27 16:57:51
1582751728318832642	2022-10-19 15:13:12	aguaviva63	Se apartan periodistas que denuncian la corrupcion de la monarquia y se es complaciente con los que ocultaron o justificaron con su corrupcion, lo explica Jesus Cintora @JesusCintora para @publico_es.\n\n #FelizMiercoles https://t.co/S6jMs29HP7	Twitter Web App	1550451651412217856	99	277	8989			None	aguaviva63	Conectar con la energia de otro ser humano es, caminar con la fuerza del universo.	retweeted	MiercolesRepubl	FelizMiercoles	es	2022-07-22 12:04:54
1582751739757072386	2022-10-19 15:13:15	mila_muhsin	"""Sin rencores, pero con memoria.""\n#FelizMiercoles https://t.co/Kny8YtqgTQ"	Twitter for Android	1410219138736214021	430	838	6784			None	Muhsin_mila	Selalu sabar dan peduli pada sesama	retweeted	reynamadelayne	FelizMiercoles	es	2021-06-30 12:50:46
1582751740704612354	2022-10-19 15:13:15	LuluHer56530775	Buenos dias!! \nYa empezo EL DEBRAYE!\n\n#EstaChido  usen este HT\n\nTodos sintonizando @Oye897 \n#FelizMiercoles  https://t.co/y8aX8X566p	Twitter for Android	1463244324364185601	76	20	2941			None	Lulu Hernandez		retweeted	PonchoYezka	EstaChido	es	2021-11-23 20:34:35
1582751743108349952	2022-10-19 15:13:16	CastillohLupita	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1392526653444796423	168	175	3792			None	Lupita Castilloh	mi familia lo mejor de mi vida,y la musica	retweeted	Motivos14185270	FelizMiercoles	es	2021-05-12 17:07:30
1582751750699696134	2022-10-19 15:13:18	Mariana05reyes	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1047883505307455488	4	6	125			None	Mariana		retweeted	Motivos14185270	FelizMiercoles	es	2018-10-04 16:17:51
1582751768013701120	2022-10-19 15:13:22	Jerry834505	Buenos dias criaturas de Satanas!!!! Jajajajajajaja \n\n#FelizMiercoles  https://t.co/0ozyIdj4OW	Twitter for Android	1414612796197703683	292	877	20213			None	Jerry		retweeted	GabySuccubusLat	FelizMiercoles	es	2021-07-12 15:49:24
1582751769108496385	2022-10-19 15:13:22	lolapm08	#FelizMiercoles https://t.co/aIOrnAvAZX	Twitter for Android	1262819425138421764	66	228	3375			None	lola_pm		retweeted	AndaluciaSinVOX	FelizMiercoles	qme	2020-05-19 18:57:22
1582751790667137025	2022-10-19 15:13:27	Julie5559	Que cosa dices que he tirado otra vez, humana? como voy a estar tirando cosas si estoy dormido?     #gato #catlover #catsofinstagram \n#adoptanocompres #felizmiercoles https://t.co/WwHtU5lsZb	Twitter for Android	272670361	1442	632	298178	Panamá 		None	Julie	amante y defensora de los animales	retweeted	artemania2018	gato	es	2011-03-26 23:29:27
1582751791359594500	2022-10-19 15:13:27	PachecoPedro22	#19Oct #INAMEHInforma Pronostico de Oleaje #FelizMiercoles https://t.co/GjF76L09Ia	Twitter for Android	1504985306717724674	446	377	14484			None	Pacheco Pedro		retweeted	DesurM_22	19Oct	es	2022-03-19 00:57:41
1582751794811514882	2022-10-19 15:13:28	ShavelaHermosa	YOCUMANA\nDe la mano con el Pueblo\n\n #19Oct el alcalde .@lossifontes se desplego ante las fuertes lluvias que han afectado las comunidades en #Cumana brindando atencion y soluciones\n#PuebloUnidoYActivo\n#FelizMiercoles\n#Sucre\n .@NicolasMaduro\n .@PartidoPSUV https://t.co/Y3XbxhgjR6	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		None	♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Osma_rys19	19Oct	es	2020-07-07 14:29:32
1582751799806955527	2022-10-19 15:13:29	NanitaPinzonS	Esta es la nebulosa del Anillo, tambien denominada Messier 57. Esta a 2500 anos-luz del Sistema Solar y es una nebulosa planetaria. Es el producto de una estrella, similar al Sol, que ha llegado al final de su vida y ha expulsado sus capas exteriores al espacio. #FelizMiercoles https://t.co/tiYKXH6Pk3	Twitter for Android	1226595925411422208	184	475	3303	Colombia		None	Diana Pinzon	Profe📖👩‍🏫 Economista. Magíster en Educación y Procesos Cognitivos	retweeted	alex_riveiro	FelizMiercoles	es	2020-02-09 19:57:22
1582751798259220482	2022-10-19 15:13:29	anagiscarrasco	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	901505724035076098	179	243	1420			None	Ana Gisela Carrasco		retweeted	Motivos14185270	FelizMiercoles	es	2017-08-26 18:04:48
1582751809919397889	2022-10-19 15:13:32	Tia97397692	*\n   \n        *\n\nAhi... si es.\n\n#FelizMiercoles \n#Miercoles \n#diamundialcontraelcancerdemama https://t.co/6cJzaNRVD3	Twitter for Android	1293309851297288195	8153	342	420788			None	🖤 Tia 🖤	Lawyer ⚖ I love all animals, Music, Songs, and I love reading ♥️  I write my thoughts and feelings with words from my heart ♥️  Just in silence I shout 🤫	retweeted	Malena030811	FelizMiercoles	es	2020-08-11 22:15:53
1582751816923566080	2022-10-19 15:13:33	__Chica__72	Se llego el dia! @mhonividente con Todos Nosotros x YouTube live en @heraldodemexico #MhonienHeraldo #FelizMiercoles #19Octubre #FelizMiercolesATodos @ClubMhoniFan https://t.co/SxLgUXToY5	Twitter for iPhone	878715528516222976	743	604	90997			None	~Chika~	Doy la vida por mi familia. soy fan de @mhonividente Agosto 13, 2014 (8:51 am) 🌞#MhoniFans ser original es brillar con tu propia luz. ☀️	retweeted	Veronic21128303	MhonienHeraldo	es	2017-06-24 20:44:42
1582751821830856704	2022-10-19 15:13:35	Joseale01750919	Convocan la I Marcha de Hombres contra las Violencias Machistas en Cordoba\n\nLa Red Iguales organiza este viernes 21 de octubre esta manifestacion\n\n https://t.co/Q28hMKL7pd\n#FelizMiercoles	Twitter for Android	1521094473920524289	33	93	1041			None	Jose alejandro Toscano		retweeted	Republica56	FelizMiercoles	es	2022-05-02 11:50:01
1582751835357851648	2022-10-19 15:13:38	RocioRo55	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1580963194448842754	82	102	42			None	Rocio Rodriguez		retweeted	Motivos14185270	FelizMiercoles	es	2022-10-14 16:46:42
1582751838188625920	2022-10-19 15:13:38	__Chica__72	Se llego el dia! @mhonividente con Todos Nosotros x YouTube live en @heraldodemexico #MhonienHeraldo #FelizMiercoles #19Octubre #FelizMiercolesATodos @ClubMhoniFan  https://t.co/z0i7qo6jEQ	Twitter for iPhone	878715528516222976	743	604	90997			None	~Chika~	Doy la vida por mi familia. soy fan de @mhonividente Agosto 13, 2014 (8:51 am) 🌞#MhoniFans ser original es brillar con tu propia luz. ☀️	retweeted	Veronic21128303	MhonienHeraldo	es	2017-06-24 20:44:42
1582751852822552576	2022-10-19 15:13:42	RafaelH16680868	Se llamaba Nancy Graciela, nos abandono de este plano hace 20 anos por cancer de mama, tenia 53 anos y era mi mama. Te pido te revises por ti y tu familia, estas a tiempo. #FelizMiercoles #DiaMundialDelCancerDeMama https://t.co/l2C1JeCTmG	Twitter Web App	1577327098695385089	8	86	1225			None	Rafael Hernandez		retweeted	mcarrillodeleon	FelizMiercoles	es	2022-10-04 15:59:04
1582751859558653952	2022-10-19 15:13:44	concepcinLaraL1	#FelizMiercoles https://t.co/azdN1XWJhA	Twitter for Android	1541773657801990144	290	247	444			None	concepción Lara López	Soy así simplemente	retweeted	Aracelicruz32	FelizMiercoles	qme	2022-06-28 13:21:59
1582751890328412162	2022-10-19 15:13:51	AuroraV97128577	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1432781684743737346	172	160	582			None	Aurora Velázquez Salazar	los amo mucho mis hijos hermosos 🥰😍🤩😜💓💓💯	retweeted	Motivos14185270	FelizMiercoles	es	2021-08-31 19:06:12
1582751895277703168	2022-10-19 15:13:52	InexorableMx	\nCafecito siempre  #FelizMiercoles https://t.co/lye7cgG5yd	Twitter for iPhone	120349863	2706	2182	191497	México		None	Inexorable	Inexorable es este camino, unirte siempre es opción porque la meta no es individual, es este país que hoy nos necesita	retweeted	sele_nuska	FelizMiercoles	es	2010-03-06 05:20:17
1582751947219607554	2022-10-19 15:14:04	rosacatrileo2	Me pillo el granizo\nAun asi todo lo que se encuentra en el camino es vida \n#FelizMiercoles https://t.co/fgOOdslJyi	Twitter for Android	1449136626991616009	1546	1308	323			None	Rosa Guillermina Catrileo Araneda	Candidata a diputada x el distrito 18, Maule Sur. Agricultura y amante de Chile 🇨🇱. Soy una patriota y defensora de nuestras tradiciones y FFAA👮🏻‍♀️🇨🇱	retweeted	profesor_silva	FelizMiercoles	es	2021-10-15 22:14:43
1582751951468392450	2022-10-19 15:14:05	HrPelotonmx	Todos los que aman al pequeno Dylan agradecieron con el corazon el noble gesto al #EjercitoMexicano. #FelizMiercoles #MiercolesDeGanarSeguidores #SiguemeYTeSigoAlInstante #SiguemeYTeSigoDeVuelta @EJTO_FAM_GN @SEDENAmx https://t.co/5DqKvKJ9Yl	Twitter Web App	1221902720572981250	3150	1505	12545	Combate RS.	['https://www.facebook.com/PelotonMexicanoHr/']	None	PelotonMx #HR	Un Mundo Bélico, Un mundo de Confrontaciones para terminar con la Paz.	replied_to	Tabarnia_BCN	EjercitoMexicano	es	2020-01-27 21:09:13
1582751960960098305	2022-10-19 15:14:08	Perroni_XE1JRP	"""Hay quien cruza el bosque y solo ve lena para el fuego"".\n\nLeon Tolstoi (1828-1910)\n\n#FelizMiercoles https://t.co/pQiA4b2qQw"	Twitter for iPhone	79732859	597	382	89113	México	['http://sites.google.com/site/xe1jrp']	None	Rafael R. Perroni	Vivo en la CDMX , Radio Aficionado, Técnico Atención Medica Prehospitalaria , Asesor en Protección Civil y Atención de Desastres, Licenciado en Derecho	retweeted	JLozanoA	FelizMiercoles	es	2009-10-04 13:43:07
1582751960062521344	2022-10-19 15:14:08	CaperucitaFero5	"Mira este video y compartelo todo los que puedas. Que nadie pueda decir que no estaba advertido de la invasion. \n""Vayanse preparando""\n?Estais preparados?\n#FelizMiercoles https://t.co/pBQjIWb4yu"	Twitter Web App	819973104097226752	983	2351	30010	España		None	Caperucita Feroz	#JudasSanchez #JUDAS #Traidor #GobiernoDimisión #GobiernoTraidor #SanchezVeteYa #EspanaNoSeArrodilla #NoALosIndultos  ♐️	retweeted	Tabarnia_BCN	FelizMiercoles	es	2017-01-13 18:23:17
1582751970774831105	2022-10-19 15:14:10	DrZpitapita	#FelizMiercoles !!, Es el palpito de la Prensa Deportiva Mx  https://t.co/PvlJBPY3UY	Twitter for iPhone	376490631	39222	926	74223			None	Jorge Zambrano		tweet		FelizMiercoles	es	2011-09-20 00:05:17
1582751971546537984	2022-10-19 15:14:10	ShavelaHermosa	YOCUMANA\nTocate antes de que te Toque\n\n #19Oct Maravillosa y alegre caminata en favor a la lucha con el Cancer de Mama, con el apoyo de la 1 era Combatiente .@FermariOrtega\nY el alcalde de #Cumana .@lossifontes \n#PuebloUnidoYActivo\n#FelizMiercoles\n .@NicolasMaduro https://t.co/80KrLGw3Vd	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		None	♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Osma_rys19	19Oct	es	2020-07-07 14:29:32
1582751980715315206	2022-10-19 15:14:12	marcosotelo79	 Hector Duran (@hodurand), Director de @AguadePuebla, escribe en @RevistaAneas. Te compartimos su articulo:\n\n https://t.co/AoZiWq7JCc\n.\n.\n#agua #BonosVerdes #DesarrolloSostenible #CulturaDelAgua #revista #FelizMiercoles #MiercolesDeLectura #19DeOctubre https://t.co/TB4LWbeLdR	Twitter Web App	242143439	1264	1752	43452	México	['http://elpuntociego1.blogspot.mx/']	None	Marco Alberto Sotelo	-Periodista y escribano de sentimientos. #ANEAS 🌊 #Conagua 🌊 #UnanimoDeportes 💻 #MáximoAvance 🏈 #SportsYahoo 🏈 #ElUniversal ✍🏼📰 #ESPN 🏀🎾🥊 #RÉCORD 🏈	retweeted	ANEASdeMexico	agua	es	2011-01-24 01:59:01
1582751996406550528	2022-10-19 15:14:16	XenaLaGuerrera2	#AdoptaNoCompres #AdopcionResponsable\n#Galia y #Socrates te estan esperando en #Madrid para el #felizMiercoles que merecen. https://t.co/kvnXtbFrZD	Twitter for iPhone	923119114129985541	158	362	7891	Sevilla, Andalucía		None	Xena La Guerrera	Aficionada a los juegos de mesa	retweeted	heavyindignado	AdoptaNoCompres	es	2017-10-25 09:28:42
1582751998415278080	2022-10-19 15:14:17	juanalo62244956	#19Oct Desde el momento en que hicimos la convocatoria se desbordo la grilla que habiamos preparado, y entonces se ha multiplicado el numero de actividades registradas y no registradas, indico Ernesto Villegas #PuebloUnidoYActivo #FelizMiercoles https://t.co/6qDHFDTwrV	Twitter for Android	1582502191562113024	7	49	603	Venezuela		None	juan alonso	Viva la patria	retweeted	DIARIOVEAHOY	19Oct	es	2022-10-18 22:42:20
1582752046788198400	2022-10-19 15:14:28	jjsm80	Recuerda que esta tarde, como todos los miercoles a partir de las 19.00 h (18.00 h en Canarias), tuiteamos por la III Republica con el hashtag de @MiercolesRepubl, !suma tu voz!  #FelizMiercoles https://t.co/LrTd5dS2fs	Twitter for Android	510667557	2182	2939	28326	madrid		None	Jsm	Salud y República. Ser de izquierdas, un orgullo, una pasión. ❤️💛💜	retweeted	MiercolesRepub5	FelizMiercoles	es	2012-03-01 18:45:30
1582752058452475904	2022-10-19 15:14:31	JusticiaParaAbi	Buenos dias a todos, menos a las autoridades del @GobTlaxcala de @LorenaCuellar , a ellos no porque con abuso de poder del @SedifTlaxcala SE ROBAN NINOS #Tlaxcala #BuenosDiasATodos #Miercoles #FelizMiercoles #TlaxcalaSiExiste https://t.co/VbKq17HDLI	Twitter for iPhone	1581300324769349632	1	19	44	Tlaxcala, México	['https://www.facebook.com/profile.php?id=100086689753494']	None	Justicia Para Hanni Y Abi	En busca de Justicia para Abi y Hannia, quienes son víctimas de violencia vicaria por parte de las autoridades de tlaxcala y su violentador	retweeted	lalissblop	Tlaxcala	es	2022-10-15 15:06:16
1582752071203586048	2022-10-19 15:14:34	lukas_karitA	Bonito ombliguito de semana #FelizMiercoles https://t.co/bUSnD4ywzH	Twitter for Android	734442566754541568	350	4970	2824	Azcapotzalco, Distrito Federal		None	Armando Carita De Pe	Experimentando los placeres de la vida... Amante de las mujeres lactantes 🍼🍼 y embarazadas 🤰	retweeted	Belen_ydiego	FelizMiercoles	pt	2016-05-22 17:55:28
1582752099774779394	2022-10-19 15:14:41	alexmin93	"Mira este video y compartelo todo los que puedas. Que nadie pueda decir que no estaba advertido de la invasion. \n""Vayanse preparando""\n?Estais preparados?\n#FelizMiercoles https://t.co/pBQjIWb4yu"	Twitter for Android	283920574	222	401	30531			None	min 93		retweeted	Tabarnia_BCN	FelizMiercoles	es	2011-04-18 08:22:43
1582752104296243201	2022-10-19 15:14:42	Jeiseer42	asi mismo, nubosidad fragmentada en areas del Tachira, Barinas, Lara, Yaracuy, este de Miranda, Anzoategui y Monagas; el resto del pais se aprecia zonas despejadas. #Reporte de las 04:40 HLV #FelizMiercoles	Twitter for Android	1557515563324276738	90	266	25146	Zulia, Venezuela		None	Jeiseer Rafael Nunez Bracho	chavista  revolucionario 100% apoyo a nuestro presidente Nicolas Maduro que viva la patria	retweeted	INAMEH	Reporte	es	2022-08-10 23:54:06
1582752106783469568	2022-10-19 15:14:43	PELUCHEpodcast	Pasa un #FelizMiercoles escuchando nuestro podcast en Spotify:\nhttps://t.co/kw2WbnuLUS	Twitter for Android	2367510686	210	663	3622	Nuevo León, México	['https://www.youtube.com/channel/UCfS2NNEPD9DTpmpEUi9a79g']	None	LICANTROPO DE PELUCHE	Cine+Rock+COMEDIA con Lican Wolf y Zombi Brócoli ESCUCHA nuestro Spotify Podcast: https://t.co/QCMnqwGdOT	tweet		FelizMiercoles	es	2014-03-01 19:25:59
1582752179147968515	2022-10-19 15:15:00	AngeluzDominiCC	?Te gusta cantar? ... Estamos en Audiciones!! te invitamos a formar parte de la #CoralAngeluzDomini en #Maracay #SantaRosa. Animate, ven, canta con nosotros y si no compartelo con tus seguidores #19Oct #FelizMiercoles\n#FECCOAD #MusicaParaVivir https://t.co/4uWdYVEAIQ	TweetDeck	3614466736	726	1296	21415	Maracay, Venezuela	['http://linktr.ee/FundacionAngeluzDomini']	None	Angeluz Domini	Fundación encargada de la enseñanza del canto coral a niños, jóvenes y adultos sin ningún tipo de discriminación.	tweet		CoralAngeluzDomini	es	2015-09-10 23:21:41
1582752183669620736	2022-10-19 15:15:01	elcai19591	"Wyoming: ""El 20 de noviembre de 1975 se murio Franco y con el no se murieron 40 millones franquistas, no es verdad, aqui durante 40 anos se creo una sociologia logica del franquismo, que aun persiste...""\n\n #FelizMiercoles https://t.co/RVdVggxlar"	Twitter for Android	1010811400212697088	44	43	14604			None	elcai@1959		retweeted	MiercolesRepubl	FelizMiercoles	es	2018-06-24 09:06:32
1582752196877201410	2022-10-19 15:15:04	martha_arell	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1476029382137319425	215	345	1130			None	@martha_arellano		retweeted	Motivos14185270	FelizMiercoles	es	2021-12-29 03:17:15
1582752218209402881	2022-10-19 15:15:09	RocioRo55	#FelizMiercoles hoy sera un excelente dia!! https://t.co/uUO20FXDIN	Twitter for Android	1580963194448842754	82	102	42			None	Rocio Rodriguez		quoted	AndaluciaSinVOX	FelizMiercoles	es	2022-10-14 16:46:42
1582752237172174848	2022-10-19 15:15:14	Republicano1966	#FelizMiercoles https://t.co/aIOrnAvAZX	Twitter for Android	1565783211975884809	184	450	829			None	Republicano	De izquierdas desde pequeñito. Todo lo ecologista que puedo ser	retweeted	AndaluciaSinVOX	FelizMiercoles	qme	2022-09-02 19:26:36
1582752255375130625	2022-10-19 15:15:18	Ratmans69	Good morning everyone...#WednesdayWorkout #MiercolesDeCulitosLindos sera que califico? #FelizMiercoles a todos y todas y todes https://t.co/wRSKTywjAl	Twitter for Android	1180358075364134913	21	179	2161			None	Juan Ratón		retweeted	anaivan36556216	WednesdayWorkout	es	2019-10-05 05:44:45
1582752255454851072	2022-10-19 15:15:18	IsabelTeresaSu4	"#BuenosDiasATodos \n\n#FelizMiercoles #19Oct\n#1x10DelBuenGobierno #PuebloUnidoYActivo\n\n""En un mundo de plastico y ruido, quiero ser de barro y de silencio"". Eduardo Galeano\n\nEstatua San Fernando- Estado #Apure https://t.co/qeBz5j3hMu"	Twitter for Android	1224625887993376769	1248	1227	65797	Venezuela		None	🎄💫 @IsabelTeresaSu4 💫	Chavez Vive ... La Lucha Sigue	retweeted	MObras_Publicas	BuenosDiasATodos	es	2020-02-04 09:29:25
1582752259091595267	2022-10-19 15:15:19	Lauramonroy33	Que sea hoy un dia lleno de bendiciones!\n#FelizMiercoles https://t.co/IRB3FDUcBM	Twitter for Android	1323795044889817089	63	27	252	México		None	Laura Monroy		retweeted	Motivos14185270	FelizMiercoles	es	2020-11-04 01:12:05
1582752266939138049	2022-10-19 15:15:21	RocioRo55	#FelizMiercoles hoy sera un excelente dia!! https://t.co/uUO20FXDIN	Twitter for Android	1580963194448842754	82	102	42			None	Rocio Rodriguez		retweeted	RocioRo55	FelizMiercoles	es	2022-10-14 16:46:42
1582752285595029505	2022-10-19 15:15:25	charly692009	 Segob vs ego (@osvaldomonos) \n#FelizMiercoles https://t.co/mzLhRFzLew	Twitter for Android	795089089	94	400	47292	Monterrey, Nuevo León		None	Carlos Guadarrama		retweeted	sergiofimbres	FelizMiercoles	es	2012-09-01 01:48:06
1582752287495458817	2022-10-19 15:15:26	ShavelaHermosa	"YOCUMANA\n Tras las lluvias acaecidas en #Cumana el alcalde  .@lossifontes realizo el acercamiento a la comunidad de El ""Tacal sector 2"" y atendio las afectaciones, de la mano con el pueblo\n#19Oct\n#PuebloUnidoYActivo\n#FelizMiercoles\n#Sucre\n> .@NicolasMaduro https://t.co/d7r1MQhpdP"	Twitter Web App	1280509194534346752	4402	3183	73680	Apure		None	♥️⋆ 𝓒𝓱𝓪𝓿𝓮𝓵𝓪 𝓐𝓷𝓭𝓻𝓮𝓲𝓷𝓪 ⋆ ♥️	Llanera, me gusta viajar y conocer mi país 🇻🇪 ♫ ..En el fogón de tus brazos cocíname a fuego  lento pàque mi alma se sancoche  con el calor de tu cuerpo.♫	retweeted	Elangel_ven0	Cumana	es	2020-07-07 14:29:32
